4933401J01Rik chr1:3073252-3074322
1700006F04Rik chr14:119749224-119751564
Oxgr1 chr14:120019584-120042435
Mbnl2 chr14:120275668-120431697
Gm26679 chr14:120384262-120388985
Rap2a chr14:120478460-120507194
Gm17613 chr14:120749184-120750062
Gm25781 chr14:120798852-120798936
Ipo5 chr14:120911193-120948042
Farp1 chr14:121035563-121283744
B930095G15Rik chr14:121248705-121253971
Stk24 chr14:121286342-121379334
Slc15a1 chr14:121459620-121505254
Dock9 chr14:121542038-121797837
1810041H14Rik chr14:121876724-121878504
Ubac2 chr14:121878605-122021034
Gpr18 chr14:121911434-121915774
Gpr183 chr14:121952330-121965193
Timm8a2 chr14:122034673-122038420
A330035P11Rik chr14:122103429-122106953
Tm9sf2 chr14:122107037-122159604
Clybl chr14:122181693-122402232
1700108J01Rik chr14:122229904-122233654
Gm25464 chr14:122388053-122388160
Gm5089 chr14:122434853-122451115
Zic5 chr14:122456794-122465677
2610035F20Rik chr14:122470376-122475199
Zic2 chr14:122475434-122479852
Gm10837 chr14:122490585-122492121
Pcca chr14:122534338-122889944
Ggact chr14:122816222-122913162
4930594M22Rik chr14:122913066-122929442
Tmtc4 chr14:122918970-122983283
Gm15735 chr14:122952118-122956343
Nalcn chr14:123276640-123627144
Itgbl1 chr14:123659970-123975618
Gm25272 chr14:123933717-123933845
Fgf14 chr14:123977906-124677127
Gm28932 chr14:123979209-123980619
1700024B18Rik chr14:123987634-124015684
Gm17615 chr14:124005354-124007629
Sepp1 chr15:3270766-3280508
Ccdc152 chr15:3280626-3303526
Ghr chr15:3317759-3583230
Gm22031 chr15:3603271-3603397
Gm23228 chr15:3798911-3799181
Fbxo4 chr15:3965444-3979573
AW549877 chr15:3982035-3995752
Gm2093 chr15:3996038-4015858
BC037032 chr15:4021685-4027402
Oxct1 chr15:4026382-4155344
Gm15632 chr15:4069225-4072032
Plcxd3 chr15:4375503-4575553
C6 chr15:4727174-4815456
Mroh2b chr15:4898736-4962203
C7 chr15:4988761-5063773
Gm25652 chr15:5035359-5035462
Card6 chr15:5095980-5108539
Rpl37 chr15:5116612-5119140
Snord72 chr15:5118403-5118484
Gm10250 chr15:5120601-5121172
Prkaa1 chr15:5143860-5181899
Gm15938 chr15:5175084-5185723
Ttc33 chr15:5185524-5218336
Ptger4 chr15:5233398-5244187
RP24-502J3.1 chr15:5496265-5594984
Gm27760 chr15:5864305-5864419
Gm23139 chr15:6151216-6151348
Gm16311 chr15:6303243-6309913
Dab2 chr15:6386747-6440705
C9 chr15:6445326-6498751
Gm23218 chr15:6500696-6500972
Fyb chr15:6579870-6663304
Gm2245 chr15:6604340-6654303
Rictor chr15:6708380-6800398
Osmr chr15:6813576-6874969
Gm38282 chr15:6996036-7002508
Lifr chr15:7129558-7197489
Egflam chr15:7206119-7398351
Gm16029 chr15:7397896-7411381
Gm37743 chr15:7669964-7670340
Gdnf chr15:7811010-7837575
Wdr70 chr15:7873054-8099209
Gm27529 chr15:7975327-7975407
Nup155 chr15:8109312-8159857
2410089E03Rik chr15:8169105-8271158
Gm24144 chr15:8220003-8220114
Nipbl chr15:8291224-8444463
Gm2310 chr15:8518682-8519953
Slc1a3 chr15:8634123-8710764
Gm37310 chr15:8652105-8655073
Ranbp3l chr15:8968425-9066551
Nadk2 chr15:9071259-9110487
Skp2 chr15:9111984-9155424
Lmbrd2 chr15:9140620-9198318
Ugt3a1 chr15:9279828-9315032
Ugt3a2 chr15:9335549-9370955
Capsl chr15:9436027-9466035
Il7r chr15:9506160-9529876
Spef2 chr15:9578192-9748868
Gm26350 chr15:10051825-10052113
Prlr chr15:10177654-10349180
Gm21973 chr15:10325379-10373749
Agxt2 chr15:10358531-10410153
Dnajc21 chr15:10446755-10470516
Brix1 chr15:10474778-10485947
Rad1 chr15:10486017-10499063
Ttc23l chr15:10503946-10558668
Rai14 chr15:10568978-10714631
4930556M19Rik chr15:10714835-10790123
C1qtnf3 chr15:10952331-10980150
Amacr chr15:10981755-10996624
Slc45a2 chr15:11000720-11029233
Rxfp3 chr15:11033716-11037991
Adamts12 chr15:11064789-11346867
Gm24844 chr15:11361610-11361737
Tars chr15:11383662-11399658
Npr3 chr15:11839895-11905674
1700047G03Rik chr15:11964336-11970083
Gm24074 chr15:11965329-11965589
Sub1 chr15:11981338-11996983
Zfr chr15:12117830-12185683
Gm25713 chr15:12158332-12158441
Mir1898 chr15:12171491-12171574
Mtmr12 chr15:12205027-12272240
1810049J17Rik chr15:12321437-12321899
Golph3 chr15:12321495-12351265
Pdzd2 chr15:12359710-12592556
Gm24135 chr15:12572429-12572530
F830212C03Rik chr15:12633061-12635346
Gm24302 chr15:12695123-12695224
6030458C11Rik chr15:12808176-12824657
Drosha chr15:12824814-12935290
AC133189.1 chr15:12842095-12842235
Gm24664 chr15:12980828-12980928
Cdh6 chr15:13034199-13173639
Gm24080 chr15:14735052-14735284
Gm25550 chr15:15819226-15819354
Cdh9 chr15:16778100-16857094
Gm22032 chr15:17591565-17591681
Gm22895 chr15:17935577-17935885
Gm24713 chr15:18009262-18009369
4921515E04Rik chr15:18078136-18165988
C030047K22Rik chr15:18698193-18818772
Cdh10 chr15:18818946-19014236
Gm25976 chr15:20184831-20184961
Gm37815 chr15:20239298-20240650
Acot10 chr15:20665218-20666750
Gm25711 chr15:20908871-20908999
Gm27397 chr15:20920213-20920320
Cdh12 chr15:21111451-21589533
Gm25101 chr15:21114368-21114475
Gm38234 chr15:21180156-21180577
Gm44373 chr15:21947330-21947499
Gm27525 chr15:22274069-22274176
Cdh18 chr15:23036462-23474418
Gm24656 chr15:23154733-23154865
Gm23980 chr15:23646419-23646577
Gm22810 chr15:24820544-24820702
Gm2824 chr15:24981619-25027358
9230109A22Rik chr15:25137529-25149159
Gm38341 chr15:25227516-25228031
Basp1 chr15:25363284-25413764
Gm5468 chr15:25414191-25414844
Myo10 chr15:25622524-25813673
Fam134b chr15:25843263-25973687
Mir7212 chr15:25948226-25948287
Zfp622 chr15:25984365-25998482
11-Mar chr15:26309063-26409576
Fbxl7 chr15:26543083-26895049
Gm6576 chr15:27025385-27026207
Gm23903 chr15:27061735-27061866
Ank chr15:27466676-27594909
Mir7117 chr15:27571493-27571558
Otulin chr15:27605918-27630693
Fam105a chr15:27655070-27681542
Trio chr15:27730651-28025848
Dnah5 chr15:28203751-28472045
Mir3964 chr15:29713330-29713404
Gm23033 chr15:29888340-29888474
Gm24554 chr15:30004061-30004134
Gm23327 chr15:30004185-30004263
Gm26163 chr15:30052378-30052556
Ctnnd2 chr15:30172592-31029311
Gm23956 chr15:30590286-30590405
Gm24487 chr15:30601513-30601576
Gm26416 chr15:31194204-31194338
Dap chr15:31224313-31274341
Fam136b-ps chr15:31276490-31276907
Ankrd33b chr15:31291478-31367759
Ropn1l chr15:31441209-31453689
6-Mar chr15:31455898-31531037
Cmbl chr15:31568904-31590119
Cct5 chr15:31590799-31601847
Fam173b chr15:31602117-31617535
Tas2r119 chr15:32177288-32178294
4930518I17Rik chr15:32226384-32227040
Snhg18 chr15:32240564-32244662
Snord123 chr15:32241852-32241923
Sema5a chr15:32244812-32696341
Sdc2 chr15:32920722-33034730
Cpq chr15:33083128-33594552
Gm24476 chr15:33589605-33589736
Tspyl5 chr15:33683875-33687883
Mtdh chr15:34082718-34142386
Gm24500 chr15:34139252-34139376
Laptm4b chr15:34238025-34284295
Gm25809 chr15:34288818-34288870
Matn2 chr15:34306679-34436242
9430069I07Rik chr15:34349175-34356421
Rpl30 chr15:34440504-34443640
Gm24523 chr15:34440790-34440922
Erich5 chr15:34453311-34473892
Rida chr15:34484020-34495255
Pop1 chr15:34495303-34530648
Gm22208 chr15:34531713-34531823
Nipal2 chr15:34572798-34678706
Kcns2 chr15:34837380-34842337
Stk3 chr15:34875495-35155806
Osr2 chr15:35296097-35303304
Vps13b chr15:35371545-35931228
Gm24771 chr15:35487399-35487536
Mir599 chr15:35660830-35660918
Mir875 chr15:35660969-35661047
Cox6c chr15:35931975-35938246
Rgs22 chr15:36009478-36140400
Gm25372 chr15:36028897-36029152
Fbxo43 chr15:36150059-36164884
Gm22979 chr15:36169795-36169954
Polr2k chr15:36174009-36177010
Spag1 chr15:36179367-36235610
Gm23754 chr15:36205259-36205322
Rnf19a chr15:36239933-36283147
Mir8097 chr15:36240045-36240164
Rpl7a-ps3 chr15:36308143-36308956
Ankrd46 chr15:36477667-36496791
Snx31 chr15:36504061-36555573
Gm44310 chr15:36583543-36583669
Pabpc1 chr15:36595660-36608973
Ywhaz chr15:36770769-36794538
Gm25303 chr15:36798697-36798771
Gm10384 chr15:36870500-36879816
Zfp706 chr15:36997030-37007402
Gm26766 chr15:37007522-37044100
Gm16136 chr15:37231920-37233159
Grhl2 chr15:37233035-37363569
Gm16137 chr15:37242402-37243162
Ncald chr15:37366174-37792433
Gm28221 chr15:37367204-37368498
Gm23654 chr15:37371321-37371447
Gm15941 chr15:37421133-37432664
4930447A16Rik chr15:37425553-37440644
Gm24833 chr15:37603414-37603534
Gm15942 chr15:37700703-37720853
Gm15940 chr15:37762831-37765401
Rrm2b chr15:37923951-37961103
Ubr5 chr15:37967327-38078853
Gm22353 chr15:38058284-38058420
Odf1 chr15:38219202-38226735
Gm24098 chr15:38238571-38238680
Gm8705 chr15:38243159-38244976
Klf10 chr15:38294412-38300707
Gm26863 chr15:38384980-38386300
Azin1 chr15:38487429-38519266
Mir6951 chr15:38490472-38490547
2310043O21Rik chr15:38549343-38594934
Atp6v1c1 chr15:38661903-38692443
Gm26704 chr15:38726868-39006185
Baalc chr15:38933141-38949405
Fzd6 chr15:39006279-39038186
Gm24789 chr15:39040578-39040709
Cthrc1 chr15:39076931-39087119
Slc25a32 chr15:39094190-39112716
Dcaf13 chr15:39112864-39146856
n-R5s39 chr15:39146379-39146487
Rims2 chr15:39198331-39681940
Gm25381 chr15:39308469-39308578
Dcstamp chr15:39745931-39760934
Dpys chr15:39768484-39857470
Gm16291 chr15:39797044-39812377
Lrp12 chr15:39870602-39943994
9330182O14Rik chr15:40142187-40148689
Gm25958 chr15:40186028-40186099
Gm16294 chr15:40511321-40527277
Zfpm2 chr15:40655041-41104592
Oxr1 chr15:41447481-41861048
Gm26854 chr15:41758059-41788911
Abra chr15:41865292-41869720
Gm24751 chr15:41948996-41949098
Angpt1 chr15:42424726-42676977
Gm17473 chr15:42676259-42704616
Rspo2 chr15:43020810-43170818
Gm22037 chr15:43224624-43224920
Eif3e chr15:43250039-43282736
Gm10373 chr15:43430942-43477036
Emc2 chr15:43477228-43527777
Tmem74 chr15:43866694-43870029
Trhr chr15:44196134-44235912
Gm24903 chr15:44345649-44345775
Gm25093 chr15:44364084-44364216
Nudcd1 chr15:44375226-44428307
Eny2 chr15:44428110-44437685
Gm22392 chr15:44432594-44432701
Pkhd1l1 chr15:44457552-44601369
Ebag9 chr15:44619640-44641024
Sybu chr15:44671858-44788063
2310069G16Rik chr15:44787781-44805827
Gm24768 chr15:44940541-44940635
Gm23343 chr15:44948103-44948246
Kcnv1 chr15:45106283-45114934
Gm26063 chr15:46151697-46151804
1700022A22Rik chr15:46324558-46373858
Gm23562 chr15:46434807-46434869
4930548G14Rik chr15:46623304-46639858
Gm23665 chr15:46944386-46944448
Csmd3 chr15:47580636-48792063
Gm23530 chr15:47800672-47800809
Gm25007 chr15:48551307-48551440
Gm23185 chr15:48906651-48906736
Gm23848 chr15:49538194-49538300
Trps1 chr15:50654751-50890041
Mir1907 chr15:50889024-50889114
Eif3h chr15:51786557-51865481
Utp23 chr15:51877428-51884614
Rad21 chr15:51962604-51991760
Aard chr15:52040106-52045722
Slc30a8 chr15:52295552-52335798
Gm10020 chr15:52477613-52478228
Gm23545 chr15:52496884-52496988
Gm23267 chr15:52499655-52499787
Med30 chr15:52712444-52730431
Ext1 chr15:53064037-53346159
Gm27926 chr15:53383918-53383984
Samd12 chr15:53461800-53902530
Gm23200 chr15:53613066-53613198
Mir28c chr15:53614204-53614279
Gm7489 chr15:53884905-53886597
Tnfrsf11b chr15:54250618-54278484
Colec10 chr15:54410773-54466358
Mal2 chr15:54571365-54602846
Nov chr15:54745701-54754039
Enpp2 chr15:54838897-54920146
Gm26684 chr15:54952947-54964642
Taf2 chr15:55015128-55072152
Dscc1 chr15:55076098-55090491
Gm9920 chr15:55099916-55113582
Deptor chr15:55112316-55259271
Gm26296 chr15:55262541-55262603
Col14a1 chr15:55307749-55520803
1700040F17Rik chr15:55436114-55439020
Mrpl13 chr15:55534093-55557748
Mtbp chr15:55557407-55626423
Sntb1 chr15:55638842-55906949
Has2 chr15:56665626-56694539
Has2os chr15:56689943-56778115
Gm26178 chr15:57239006-57239113
Slc22a22 chr15:57243766-57477625
Zhx2 chr15:57694664-57839832
Gm16006 chr15:57708113-57708927
9330154K18Rik chr15:57736562-57738666
Derl1 chr15:57869501-57892418
Tbc1d31 chr15:57912198-57970061
Fam83a chr15:57985418-58011009
9130401M01Rik chr15:58022258-58034315
Gm29394 chr15:58028242-58076425
Gm22299 chr15:58041515-58041651
Zhx1 chr15:58047002-58076489
Atad2 chr15:58094046-58135082
Wdyhv1 chr15:58141435-58158652
Gm23475 chr15:58143207-58143269
Gm22488 chr15:58146615-58146742
Fbxo32 chr15:58175878-58214892
Gm15943 chr15:58214474-58324053
Klhl38 chr15:58314572-58324169
Anxa13 chr15:58341873-58364148
Fam91a1 chr15:58415467-58457801
Fer1l6 chr15:58510047-58662933
Gm23789 chr15:58565613-58565914
Gm20712 chr15:58780460-58781951
Tmem65 chr15:58782268-58823530
Gm24041 chr15:58819322-58819478
Ube2d4 chr15:58846589-58847321
Trmt12 chr15:58872648-58876781
Rnf139 chr15:58889228-58902390
Tatdn1 chr15:58890152-58933730
Ndufb9 chr15:58933809-58939489
Mtss1 chr15:58941243-59082026
Sqle chr15:59315080-59331192
E430025E21Rik chr15:59331997-59374167
Nsmce2 chr15:59374197-59601683
Trib1 chr15:59648349-59656550
4933412E24Rik chr15:60014865-60016618
Gm25875 chr15:60084787-60084894
Gm23835 chr15:60703991-60704123
Fam84b chr15:60818993-60825080
9930014A18Rik chr15:60822270-60831793
A1bg chr15:60917588-60921270
Gm24696 chr15:61357870-61358004
Gm37947 chr15:61979240-61983302
Myc chr15:61985340-61990374
Gm27913 chr15:62038028-62038201
Pvt1 chr15:62038046-62378096
Gm27782 chr15:62080244-62080443
Gm27718 chr15:62107186-62107272
Gm27957 chr15:62175421-62175548
Gm24810 chr15:62652934-62653004
Gm22521 chr15:62793200-62793334
Gm25702 chr15:63481213-63481276
Gm37615 chr15:63505714-63517474
Gsdmc chr15:63775967-63808759
Gsdmc2 chr15:63824345-63845177
Gsdmc3 chr15:63857723-63878558
Gsdmc4 chr15:63891263-63912297
Fam49b chr15:63929096-64060448
Gm25628 chr15:64025947-64026052
Asap1 chr15:64086856-64382919
Gm20717 chr15:64098316-64100886
Adcy8 chr15:64699041-64922296
Gm21798 chr15:64817693-64937996
Gm21961 chr15:64979543-65014904
Gm23907 chr15:65694548-65694737
Efr3a chr15:65787039-65873816
Gm20405 chr15:65857868-65858356
Oc90 chr15:65876052-65912397
Hhla1 chr15:65922442-65976804
Kcnq3 chr15:65986386-66286224
Gm27153 chr15:66074551-66091807
Gm27242 chr15:66286916-66290243
Lrrc6 chr15:66379857-66500910
Tmem71 chr15:66526211-66561046
Phf20l1 chr15:66577571-66645255
Tg chr15:66670752-66850721
Gm17140 chr15:66739058-66744327
Sla chr15:66780818-66831829
Wisp1 chr15:66891319-66923201
Ndrg1 chr15:66929320-66969640
Gm17035 chr15:66929606-66931107
Gm2895 chr15:66969322-67013039
St3gal1 chr15:67102874-67113992
1700012I11Rik chr15:67226768-67377094
Zfat chr15:68083765-68258856
Gm37320 chr15:68321380-68326333
Gm26621 chr15:68335135-68337410
Mir30b chr15:68337414-68337510
Gm37296 chr15:68338294-68341216
Gm20732 chr15:68340982-68363176
Mir30d chr15:68341207-68341289
Gm25987 chr15:68671415-68671522
Khdrbs3 chr15:68928419-69093512
Gm24232 chr15:69451014-69451146
Gm23987 chr15:69685577-69685706
Fam135b chr15:71445677-71727838
AC157602.1 chr15:71794185-71794290
Gm22519 chr15:71794187-71794365
Col22a1 chr15:71795794-72034227
Gm16308 chr15:71810107-71813780
Gm23217 chr15:72255349-72255456
Gm24390 chr15:72490957-72491019
Kcnk9 chr15:72512118-72546279
Trappc9 chr15:72589620-73061204
Gm28020 chr15:72721320-72721387
Peg13 chr15:72805599-72810324
Chrac1 chr15:73090391-73097554
Ago2 chr15:73095843-73184840
Ptk2 chr15:73205104-73423191
Mir151 chr15:73254814-73254882
Gm24787 chr15:73349798-73349921
Dennd3 chr15:73512559-73572242
Slc45a4 chr15:73577423-73624744
1700010B13Rik chr15:73645851-73652347
Gpr20 chr15:73694603-73707505
Ptp4a3 chr15:73723144-73758766
Gm22106 chr15:73729163-73729290
Mroh5 chr15:73786411-73839671
Gm6569 chr15:73834560-73839908
Adgrb1 chr15:74516194-74589464
Gm26117 chr15:74563820-74563915
Mroh4 chr15:74606028-74636353
Arc chr15:74669082-74672570
Jrk chr15:74702300-74709535
4933427E11Rik chr15:74709160-74710374
Psca chr15:74714838-74717069
Them6 chr15:74721203-74724639
Slurp1 chr15:74724317-74728034
Lypd2 chr15:74732246-74734329
Slurp2 chr15:74742763-74746693
Lynx1 chr15:74747851-74753046
Ly6d chr15:74762055-74763620
D730001G18Rik chr15:74770908-74778859
Gm17189 chr15:74784064-74800640
Ly6k chr15:74796873-74799986
Gml chr15:74813451-74818815
Gml2 chr15:74819070-74834871
Cyp11b1 chr15:74834124-74841643
Cyp11b2 chr15:74851009-74856318
2010109I03Rik chr15:74878338-74881704
Ly6e chr15:74955050-74959905
Ly6i chr15:74979533-74983430
Gm37042 chr15:74988749-74989330
Ly6a chr15:74994876-74998031
Gm28068 chr15:75007302-75024410
Ly6c1 chr15:75044017-75048830
Gm28502 chr15:75076209-75079094
Ly6c2 chr15:75108160-75111970
Ly6g chr15:75155239-75159126
BC025446 chr15:75216375-75222661
Ly6f chr15:75268420-75272235
Ly6l chr15:75449456-75451406
Ly6h chr15:75551267-75567255
Gpihbp1 chr15:75596627-75599481
Zfp41 chr15:75616678-75625300
Top1mt chr15:75657034-75678800
Gm15945 chr15:75661406-75663529
Rhpn1 chr15:75704279-75714408
Mafa chr15:75746842-75747922
Zc3h3 chr15:75754431-75841915
Gm23747 chr15:75759858-75759989
Gsdmd chr15:75862338-75867404
Mroh6 chr15:75884136-75888770
Naprt chr15:75890963-75894481
Eef1d chr15:75894795-75909355
Tigd5 chr15:75909734-75914535
Pycrl chr15:75916462-75921560
Tsta3 chr15:75924683-75929730
Zfp623 chr15:75940951-75949377
Zfp707 chr15:75969122-75975749
Ccdc166 chr15:75979871-75982455
Mapk15 chr15:75993768-75999152
Fam83h chr15:76001092-76014336
K230010J24Rik chr15:76009889-76046981
Gm23027 chr15:76036458-76036616
Scrib chr15:76047157-76069784
Mir6952 chr15:76064827-76064888
Puf60 chr15:76070183-76080946
Nrbp2 chr15:76085594-76090013
BC024139 chr15:76119519-76126556
Plec chr15:76170973-76231378
Gm25720 chr15:76214100-76214205
Mir1942 chr15:76215610-76215673
Parp10 chr15:76233002-76243441
Grina chr15:76246806-76249904
Mir6953 chr15:76248190-76248258
Mirt2 chr15:76267134-76267419
Spatc1 chr15:76268088-76292572
Mir3079 chr15:76290878-76290968
Smpd5 chr15:76294433-76296896
Oplah chr15:76296596-76307245
Exosc4 chr15:76327396-76330677
Gpaa1 chr15:76331230-76334907
Cyc1 chr15:76343522-76345934
Sharpin chr15:76347039-76351111
Maf1 chr15:76351293-76354380
Gm35339 chr15:76354471-76363795
Hgh1 chr15:76368897-76371403
Tssk5 chr15:76371957-76374938
Mroh1 chr15:76380512-76453038
Mir6954 chr15:76433213-76433273
Bop1 chr15:76452995-76477269
Scx chr15:76457437-76459468
Hsf1 chr15:76477444-76500972
Dgat1 chr15:76502014-76511951
Scrt1 chr15:76516202-76522129
Fbxl6 chr15:76535729-76538746
Slc52a2 chr15:76538942-76542130
Adck5 chr15:76576357-76595816
Cpsf1 chr15:76595808-76607591
Slc39a4 chr15:76612384-76616852
Tonsl chr15:76622087-76639958
Cyhr1 chr15:76643394-76660117
Kifc2 chr15:76660640-76668196
Foxh1 chr15:76668283-76669948
Ppp1r16a chr15:76671614-76694919
Gpt chr15:76696763-76699674
Mfsd3 chr15:76701541-76704239
Recql4 chr15:76703552-76710559
Lrrc14 chr15:76710637-76717699
Lrrc24 chr15:76715275-76723845
Arhgap39 chr15:76723984-76818170
Zfp251 chr15:76852147-76871435
Zfp7 chr15:76879258-76892392
Commd5 chr15:76899909-76901305
Rpl8 chr15:76904070-76906318
Zfp647 chr15:76910850-76918010
1110038F14Rik chr15:76948538-76950729
Mb chr15:77015488-77050670
Apol6 chr15:77045074-77057107
Gm24753 chr15:77067790-77067897
Rbfox2 chr15:77078989-77307053
1700109K24Rik chr15:77084442-77096314
Gm24056 chr15:77242405-77242551
Apol7a chr15:77388220-77399110
Gm20688 chr15:77391701-77392381
Apol9a chr15:77403788-77411080
Apol7b chr15:77422209-77447444
4930571N24Rik chr15:77427978-77461966
Apol10a chr15:77477046-77491069
Apol11a chr15:77508270-77517319
Apol7c chr15:77524866-77533315
1700025B11Rik chr15:77558238-77561892
Apol10b chr15:77584157-77596125
Apol11b chr15:77633950-77643286
Apol7e chr15:77698888-77719288
Apol9b chr15:77729120-77736381
Apol8 chr15:77747798-77755229
Myh9 chr15:77760586-77842175
Gm22107 chr15:77840656-77840756
Txn2 chr15:77915046-77929006
Foxred2 chr15:77940521-77956722
Eif3d chr15:77958997-77970824
Gm17638 chr15:77961673-77967126
Cacng2 chr15:77991747-78120028
A730060N03Rik chr15:78119705-78144142
Ift27 chr15:78159464-78174108
Pvalb chr15:78191113-78206400
Ncf4 chr15:78244800-78262580
Csf2rb2 chr15:78282516-78305603
Mir7676-1 chr15:78284787-78284849
Csf2rb chr15:78325989-78351000
Mir7676-2 chr15:78348598-78348660
Gm26329 chr15:78369247-78369357
Tex33 chr15:78378399-78395912
Tst chr15:78399555-78405859
Mpst chr15:78406711-78414002
Kctd17 chr15:78428563-78438909
Tmprss6 chr15:78439667-78468634
Il2rb chr15:78480552-78495066
C1qtnf6 chr15:78523345-78529625
Sstr3 chr15:78537014-78544345
Rac2 chr15:78559168-78572783
Cyth4 chr15:78597046-78622019
Elfn2 chr15:78670021-78718113
Mfng chr15:78755881-78773475
Card10 chr15:78775137-78803042
Cdc42ep1 chr15:78842646-78850902
Lgals2 chr15:78850861-78855529
Gm26634 chr15:78862955-78866889
Gga1 chr15:78877189-78894585
Mir6955 chr15:78891839-78891913
Sh3bp1 chr15:78899767-78919517
1700027A07Rik chr15:78911965-78913660
Lgals1 chr15:78926724-78930465
Nol12 chr15:78934932-78943634
Triobp chr15:78947723-79005867
Mir6956 chr15:79002222-79002284
H1f0 chr15:79028211-79030498
Gcat chr15:79030873-79043558
Ankrd54 chr15:79053093-79062885
Eif3l chr15:79075222-79094400
Gm25072 chr15:79094822-79095057
Micall1 chr15:79108971-79136897
1700088E04Rik chr15:79134654-79141253
Polr2f chr15:79141350-79151774
Sox10 chr15:79154912-79164490
Gm10863 chr15:79166057-79217383
Pick1 chr15:79229172-79256674
Slc16a8 chr15:79251013-79254761
Baiap2l2 chr15:79258194-79285537
Pla2g6 chr15:79286227-79328253
Gm20420 chr15:79314198-79315558
Maff chr15:79347540-79359072
Tmem184b chr15:79360683-79403303
Mir1943 chr15:79375227-79375300
Csnk1e chr15:79417855-79442002
Gm16059 chr15:79427219-79431629
Gm44302 chr15:79472380-79472471
Kcnj4 chr15:79483717-79505241
Kdelr3 chr15:79516407-79527739
Ddx17 chr15:79527706-79546741
Dmc1 chr15:79561499-79605084
Gm27903 chr15:79594667-79594793
Fam227a chr15:79609575-79658956
Cby1 chr15:79659226-79667660
Tomm22 chr15:79670860-79672862
Josd1 chr15:79674249-79687872
Gm26884 chr15:79689139-79692385
Gtpbp1 chr15:79690894-79721478
n-R5s40 chr15:79692501-79692625
Sun2 chr15:79724069-79742536
Gm16575 chr15:79739573-79741798
Gm16576 chr15:79742697-79757394
Dnal4 chr15:79761452-79774467
Nptxr chr15:79786351-79804766
Npcd chr15:79789674-79834237
Cbx6 chr15:79823895-79834688
Apobec3 chr15:79892402-79908436
Cbx7 chr15:79915806-79932652
Pdgfb chr15:79995899-80014808
Mir7213 chr15:79998969-79999026
Rpl3 chr15:80077795-80083353
Snord83b chr15:80078497-80078591
Gm22077 chr15:80080250-80080343
Snord43 chr15:80082846-80082954
Gm24204 chr15:80088446-80088553
Syngr1 chr15:80091333-80119501
Tab1 chr15:80133153-80161701
Mgat3 chr15:80173720-80215519
Mief1 chr15:80234079-80253366
Atf4 chr15:80255183-80257540
Rps19bp1 chr15:80260613-80264306
Cacna1i chr15:80287237-80398279
Enthd1 chr15:80452239-80560470
Gm23220 chr15:80458037-80458174
Grap2 chr15:80623504-80650559
Mir6957 chr15:80646072-80646136
Fam83f chr15:80671846-80700420
Tnrc6b chr15:80711318-80941086
Mir5113 chr15:80940038-80940120
Adsl chr15:80948489-80970947
Sgsm3 chr15:80977764-81012289
Mkl1 chr15:81012280-81190757
Gm25131 chr15:81039642-81039793
4930483J18Rik chr15:81190852-81192756
Mchr1 chr15:81235498-81238963
Slc25a17 chr15:81318920-81360765
St13 chr15:81363668-81400043
Xpnpep3 chr15:81400137-81456807
Dnajb7 chr15:81406925-81408299
Gm17025 chr15:81415559-81419188
Rbx1 chr15:81466315-81476369
Gm5218 chr15:81499083-81499548
1110025M09Rik chr15:81584173-81585028
Ep300 chr15:81585396-81652077
Gm23880 chr15:81586132-81586186
Gm22067 chr15:81592092-81592199
L3mbtl2 chr15:81663888-81688315
Chadl chr15:81686164-81697287
Rangap1 chr15:81704247-81729919
Zc3h7b chr15:81744847-81796269
Gm17597 chr15:81800790-81802613
Tef chr15:81802420-81826861
Gm8444 chr15:81843342-81843699
Tob2 chr15:81848269-81858326
Phf5a chr15:81865318-81871911
Aco2 chr15:81872308-81915133
Polr3h chr15:81915029-81926213
Csdc2 chr15:81936758-81950941
Pmm1 chr15:81951107-81960930
1700029P11Rik chr15:81980539-81981563
Desi1 chr15:81992522-82016163
Xrcc6 chr15:82015518-82040085
Nhp2l1 chr15:82041318-82047598
4930407I10Rik chr15:82059150-82066538
Mei1 chr15:82069996-82126811
Ccdc134 chr15:82127921-82142200
Srebf2 chr15:82147265-82205376
Mir33 chr15:82198121-82198190
Shisa8 chr15:82206951-82212815
Tnfrsf13c chr15:82221743-82224339
Cenpm chr15:82233778-82244747
1500009C09Rik chr15:82252396-82260753
3-Sep chr15:82274934-82294442
Wbp2nl chr15:82298983-82314558
Naga chr15:82329531-82338826
Fam109b chr15:82340857-82345743
n-R5s41 chr15:82342652-82342771
Smdt1 chr15:82345953-82349090
Ndufa6 chr15:82350138-82354291
Cyp2d22 chr15:82370527-82380260
Cyp2d11 chr15:82389153-82394022
Mir7684 chr15:82393918-82393978
Cyp2d10 chr15:82402845-82407194
Gm27331 chr15:82407093-82407153
Gm25990 chr15:82408457-82408543
Cyp2d9 chr15:82452376-82456827
Gm27622 chr15:82452420-82452480
Gm27825 chr15:82504595-82504655
Gm28023 chr15:82548623-82548683
Cyp2d12 chr15:82555107-82559413
Gm27924 chr15:82555115-82555175
Gm27742 chr15:82612886-82612946
Cyp2d34 chr15:82615964-82620907
Gm27463 chr15:82641944-82642001
Cyp2d37-ps chr15:82689133-82690499
Cyp2d40 chr15:82759834-82764183
Gm27618 chr15:82782081-82782141
Cyp2d26 chr15:82790106-82794245
Tcf20 chr15:82808628-82912134
Gm20324 chr15:82899079-82905818
Mir3080 chr15:82959217-82959296
