chrom	start	stop
chr2	98666837	98666858
chr10	94199084	94199288
chr10	96240679	96240883
chr11	11528870	11529074
chr11	26640552	26640756
chr11	32445760	32445964
chr11	62574500	62574704
chr11	68417951	68418155
chr11	83291579	83291783
chr11	88551009	88551213
chr11	94979006	94979210
chr11	106065945	106066149
chr11	119933876	119934080
chr12	54313576	54313594
chr12	55398517	55398648
chr12	70853118	70853322
chr12	80815329	80815533
chr12	83987692	83987896
chr12	99576699	99576903
chr12	113427416	113427620
chr12	115257885	115258089
chr13	41381446	41381650
chr13	45885010	45885214
chr13	55727372	55727425
chr13	64432297	64432501
chr13	98262883	98263087
chr13	113870443	113870647
chr13	120300105	120300309
chr14	45102247	45102451
chr14	64666642	64666842
chr14	70057006	70057210
chr14	75516237	75516441
chr14	79481027	79481231
chr14	79587394	79587395
chr14	118982598	118982802
chr15	8099127	8099331
chr15	12436043	12436247
chr15	35371367	35371571
chr15	36640821	36641025
chr15	43282587	43282791
chr15	62177834	62178038
chr15	78450145	78450271
chr15	79659079	79659143
chr15	102073685	102073889
chr16	10585383	10585587
chr16	10974999	10975203
chr16	15863181	15863385
chr16	31066750	31066954
chr16	52200171	52200375
chr16	54868207	54868258
chr16	58701862	58702066
chr16	91484975	91485179
chr16	91490754	91490958
chr16	93572360	93572564
chr17	30363387	30363591
chr17	33685034	33685238
chr17	50158515	50158719
chr17	53479158	53479362
chr17	56277261	56277465
chr17	63324248	63324339
chr17	65885025	65885128
chr17	79965015	79965219
chr17	84877964	84878168
chr18	67280588	67280699
chr19	4000184	4000388
chr19	26748146	26748319
chrX	98265830	98266034
chrX	140543193	140543372
chr1	5082986	5083190
chr1	26687219	26687423
chr1	46894550	46894754
chr1	53875968	53876172
chr1	63730505	63730709
chr1	85761901	85761968
chr1	86487441	86487645
chr1	102628177	102628381
chr1	150393133	150393337
chr1	173432525	173432729
chr1	176986274	176986478
chr1	180256067	180256271
chr1	180768401	180768605
chr1	181144203	181144407
chr1	184793533	184793601
chr1	193338480	193338684
chr2	11375125	11375329
chr2	18938889	18939093
chr2	20969332	20969485
chr2	25422694	25422898
chr2	28840275	28840412
chr2	31180418	31180622
chr2	32137841	32138045
chr2	35461375	35461579
chr2	35507294	35507498
chr2	43772796	43773000
chr2	48381668	48381872
chr2	60845382	60845586
chr2	70845044	70845248
chr2	78868482	78868686
chr2	80315486	80315690
chr2	93192725	93192929
chr2	117446962	117447166
chr2	118642543	118642747
chr2	119662744	119662948
chr2	122147831	122147907
chr2	122469373	122469577
chr2	127208186	127208390
chr2	150578826	150578865
chr2	156991941	156992145
chr2	168955225	168955413
chr3	51128785	51128977
chr3	53863780	53863984
chr3	59120082	59120286
chr3	84040513	84040717
chr3	88043013	88043217
chr3	122202274	122202478
chr3	153571199	153571332
chr3	153912957	153913161
chr4	8774957	8775161
chr4	11404278	11404303
chr4	14826509	14826554
chr4	19574953	19575004
chr4	101357481	101357598
chr4	108619806	108620010
chr4	129624398	129624602
chr4	133169561	133169765
chr4	148683573	148683633
chr5	3543747	3543951
chr5	5559499	5559703
chr5	31048514	31048718
chr5	65795404	65795608
chr5	72914160	72914293
chr5	105495325	105495488
chr5	118029585	118029789
chr5	139200344	139200548
chr5	140609642	140609846
chr5	143654913	143655117
chr5	148739241	148739445
chr6	30337151	30337237
chr6	30352889	30353093
chr6	39810839	39811043
chr6	41216124	41216328
chr6	41605158	41605362
chr6	50566315	50566457
chr6	54685157	54685361
chr6	54810060	54810264
chr6	71962793	71962997
chr6	72552661	72552865
chr6	94500182	94500386
chr6	112852379	112852440
chr6	131353560	131353764
chr6	135011491	135011695
chr6	142345593	142345797
chr7	19628579	19628783
chr7	25238160	25238234
chr7	31089742	31089946
chr7	39655397	39655601
chr7	45395823	45396027
chr7	75881428	75881632
chr7	76237571	76237775
chr7	80182228	80182432
chr7	81789420	81789624
chr7	110221815	110221873
chr7	110796675	110796879
chr7	131371246	131371318
chr7	131410399	131410603
chr7	140036329	140036533
chr7	141096609	141096813
chr8	13104764	13104968
chr8	70042632	70042836
chr8	70673575	70673779
chr8	70761414	70761618
chr8	70769455	70769659
chr8	77422989	77423193
chr8	84825683	84825887
chr8	94386266	94386397
chr8	94857352	94857556
chr8	95807381	95807585
chr9	19622113	19622167
chr9	20459904	20460108
chr9	56089883	56090087
chr9	57640515	57640719
chr9	61056721	61056925
chr9	62977226	62977430
chr9	63132874	63132877
chr9	64173173	64173377
chr9	65535526	65535730
chr9	65884987	65885191
chr9	96670045	96670249
chr9	115468686	115468890
chr9	120583034	120583238
chr9	121718769	121718973
chr10	4432351	4432428
chr10	14328922	14329126
chr10	21419237	21419441
chr10	39023863	39024067
chr10	39479513	39479585
chr10	40479215	40479419
chr10	41937345	41937549
chr10	53596058	53596119
chr10	67503700	67503734
chr10	80561495	80561699
chr10	86685300	86685504
chr10	89703171	89703375
chr10	93070710	93070914
chr10	98774902	98775106
chr10	98897582	98897786
chr10	99117038	99117242
chr10	99599569	99599773
chr10	111516220	111516424
chr10	117784686	117784890
chr10	117982708	117982831
chr10	118461403	118461607
chr10	120113129	120113333
chr10	120193362	120193566
chr10	128716398	128716602
chr11	29692693	29692897
chr11	46448147	46448293
chr11	49244033	49244192
chr11	49249875	49250079
chr11	60830731	60830773
chr11	77607686	77607890
chr11	84829101	84829305
chr11	98457874	98458078
chr11	106084346	106084550
chr11	115814688	115814833
chr11	116424126	116424330
chr11	119671084	119671288
chr12	3834537	3834741
chr12	32168820	32169024
chr12	52524751	52524955
chr12	69422975	69423179
chr12	70825428	70825632
chr12	70999629	70999833
chr12	100725083	100725282
chr12	102469202	102469275
chr12	106010049	106010253
chr12	108894035	108894239
chr13	3611067	3611271
chr13	8456978	8457182
chr13	19162200	19162404
chr13	44065758	44065962
chr13	52929440	52929644
chr13	58402455	58402659
chr13	63567851	63568055
chr13	91223918	91224122
chr13	97137929	97138133
chr13	117284110	117284314
chr14	16373071	16373136
chr14	18270920	18271124
chr14	31195151	31195270
chr14	53267749	53267953
chr14	56668023	56668227
chr14	57772504	57772708
chr14	79557874	79558078
chr14	122852601	122852805
chr14	122951801	122952005
chr15	11399752	11399956
chr15	25910348	25910552
chr15	38661817	38662021
chr15	53235426	53235630
chr15	58823454	58823658
chr15	76317334	76317538
chr15	89147108	89147162
chr15	96543509	96543713
chr15	97355988	97356192
chr15	97458727	97458931
chr15	98953463	98953649
chr16	16870628	16870832
chr16	32165410	32165614
chr16	38403770	38403806
chr16	87454939	87455110
chr17	3209779	3209947
chr17	6743811	6744015
chr17	7939682	7939886
chr17	32424126	32424330
chr17	44718170	44718374
chr17	46711272	46711476
chr17	47611468	47611672
chr17	57290657	57290689
chr17	65613633	65613704
chr17	74527929	74528133
chr17	83365194	83365398
chr18	23803901	23804105
chr18	35910159	35910363
chr18	62151713	62151917
chr18	73541802	73542006
chr19	4097154	4097358
chr19	21913080	21913284
chr19	29237155	29237359
chr19	36350355	36350538
chr19	44248062	44248266
chr19	55915611	55915774
chrX	85573551	85573755
chrX	167226679	167226883
chrUn_GL456389	17357	17561
chr1	37890368	37890572
chr1	38694158	38694362
chr1	43562393	43562597
chr1	53296967	53297067
chr1	54438919	54439123
chr1	78657730	78657934
chr1	80389616	80389789
chr1	82724883	82725087
chr1	85794325	85794529
chr1	106796606	106796810
chr1	119504720	119504924
chr1	128417089	128417293
chr1	134557053	134557257
chr1	153085130	153085334
chr1	155040242	155040290
chr1	161907963	161908167
chr1	164511710	164511914
chr2	11254420	11254567
chr2	25195935	25196139
chr2	26964503	26964639
chr2	29097568	29097772
chr2	33908433	33908637
chr2	34871030	34871116
chr2	36136377	36136424
chr2	37430826	37431030
chr2	39190793	39190997
chr2	73470266	73470470
chr2	76369901	76370105
chr2	104172705	104172909
chr2	128325615	128325819
chr2	130667626	130667830
chr2	144600019	144600070
chr2	158166729	158166889
chr2	172401138	172401298
chr3	9249878	9250060
chr3	55743953	55744157
chr3	87765193	87765397
chr3	98348238	98348442
chr3	103058220	103058424
chr3	104863785	104863989
chr3	115642045	115642195
chr3	137918373	137918577
chr3	139205574	139205683
chr4	35140523	35140727
chr4	57956380	57956584
chr4	95106394	95106598
chr4	109118230	109118309
chr4	117682233	117682437
chr4	119422743	119422947
chr4	135911737	135911941
chr4	136060175	136060379
chr4	145229139	145229343
chr5	4104624	4104828
chr5	20332631	20332835
chr5	20941390	20941594
chr5	32767027	32767231
chr5	34169398	34169539
chr5	41844253	41844457
chr5	114806119	114806323
chr5	124475210	124475414
chr5	125475616	125475820
chr5	134491771	134491975
chr5	134571813	134572017
chr5	135168701	135168905
chr5	142920747	142920951
chr5	148596456	148596660
chr6	6955747	6955951
chr6	29215900	29216055
chr6	29348062	29348266
chr6	29609785	29609989
chr6	40471282	40471486
chr6	47636832	47637036
chr6	47835538	47835742
chr6	72512502	72512706
chr6	83863666	83863853
chr6	87153059	87153197
chr6	88842065	88842269
chr6	119508938	119509142
chr6	122602322	122602526
chr6	126939784	126939988
chr6	128766623	128766827
chr6	136804297	136804441
chr6	147099437	147099641
chr7	19266002	19266206
chr7	19344954	19345158
chr7	19932641	19932845
chr7	24399619	24399823
chr7	27178736	27178940
chr7	27473260	27473464
chr7	58750089	58750155
chr7	88277940	88278144
chr7	97579568	97579772
chr7	98103275	98103349
chr7	99856386	99856590
chr7	100371940	100372144
chr7	113513644	113513740
chr7	126776691	126776895
chr7	130645706	130645910
chr7	140374405	140374609
chr8	11635046	11635250
chr8	34155764	34155968
chr8	70839408	70839612
chr8	71611043	71611117
chr8	90795349	90795553
chr8	94365676	94365784
chr8	107293280	107293484
chr8	119558656	119558860
chr9	13323608	13323627
chr9	44305714	44305918
chr9	44396971	44397175
chr9	56950703	56950907
chr9	60991645	60991849
chr9	77750454	77750658
chr9	80266578	80266782
chr9	114758288	114758492
chr10	7792959	7792974
chr10	18941530	18941734
chr10	39133714	39133918
chr10	42501809	42502013
chr10	44429590	44429692
chr10	59392021	59392225
chr10	71399522	71399726
chr10	77556754	77556958
chr10	78594631	78594835
chr10	80900947	80901088
chr10	81292953	81293157
chr10	82623293	82623497
chr10	83543802	83544006
chr10	127311643	127311847
chr10	128434943	128435147
chr10	128504898	128504902
chr11	4160165	4160369
chr11	4704552	4704756
chr11	5762166	5762370
chr11	11657214	11657418
chr11	20477607	20477811
chr11	29172715	29172919
chr11	31948502	31948706
chr11	50835788	50835983
chr11	73047834	73047835
chr11	82183366	82183570
chr11	86807536	86807740
chr11	87109156	87109360
chr11	88107347	88107551
chr11	95309556	95309760
chr11	95414297	95414358
chr11	96504628	96504832
chr11	98788913	98789117
chr11	100622772	100622976
chr11	106688511	106688715
chr11	110398943	110399120
chr11	115712436	115712640
chr11	116086905	116087109
chr11	120631320	120631524
chr12	26469157	26469361
chr12	71040477	71040642
chr12	78861774	78861786
chr12	84617360	84617564
chr12	87388246	87388450
chr12	99467817	99468021
chr12	105032255	105032300
chr12	107559217	107559421
chr12	110991599	110991803
chr12	112976302	112976506
chr13	5714228	5714432
chr13	22051047	22051233
chr13	51756587	51756791
chr13	55634801	55635005
chr13	59585098	59585302
chr13	59704531	59704735
chr13	67553137	67553341
chr13	96388075	96388279
chr13	101668908	101669112
chr14	31640835	31641039
chr14	31669930	31670134
chr14	49066434	49066638
chr14	54253980	54254184
chr14	55591496	55591700
chr14	62761404	62761608
chr14	63543866	63544070
chr14	120477640	120477844
chr15	58654936	58655118
chr15	59619827	59620031
chr15	74672309	74672513
chr15	76080850	76081054
chr15	78528196	78528400
chr15	89196554	89196758
chr15	94589861	94590015
chr15	102671146	102671350
chr16	22526418	22526622
chr16	38632155	38632359
chr16	49503853	49504057
chr16	50732589	50732793
chr16	64873363	64873567
chr16	64873826	64873878
chr16	70326663	70326837
chr16	78532290	78532494
chr16	89986135	89986339
chr16	92641178	92641382
chr16	97922577	97922781
chr17	12677369	12677456
chr17	13007924	13007939
chr17	17234608	17234812
chr17	25792327	25792531
chr17	29172221	29172425
chr17	29268781	29268985
chr17	29531954	29532158
chr17	33890739	33890943
chr17	34027594	34027798
chr17	34171273	34171477
chr17	36958400	36958604
chr17	43667205	43667409
chr17	45506692	45506896
chr17	47688013	47688217
chr17	52468469	52468673
chr17	56613341	56613545
chr17	78362441	78362645
chr17	80140163	80140228
chr17	87344431	87344635
chr18	12128510	12128714
chr18	12236918	12237122
chr18	37925972	37926176
chr18	53861906	53862110
chr18	62548619	62548823
chr18	67249138	67249342
chr19	6128108	6128312
chr19	7019389	7019593
chr19	8723157	8723361
chr19	18713011	18713215
chr19	21863634	21863838
chr19	27429865	27430069
chr19	33222627	33222831
chr19	36522757	36522961
chr19	44284191	44284242
chr19	46075829	46076033
chr19	46511284	46511488
chr19	47067489	47067693
chr19	47537008	47537212
chr19	53869786	53869990
chrX	12158804	12158930
chr1	39367795	39367999
chr1	39556206	39556410
chr1	55131076	55131173
chr1	58445430	58445634
chr1	60460791	60460995
chr1	80381382	80381536
chr1	93801811	93802015
chr1	126817892	126818096
chr1	127773906	127774110
chr1	141898019	141898223
chr1	161894099	161894303
chr1	166016405	166016609
chr1	177257223	177257427
chr1	177983127	177983317
chr1	182124966	182125170
chr1	183388771	183388849
chr1	193263956	193264160
chr2	3332703	3332851
chr2	5171444	5171648
chr2	15049105	15049309
chr2	18392583	18392700
chr2	26668784	26668988
chr2	32570767	32570971
chr2	71866696	71866900
chr2	73003242	73003446
chr2	79635105	79635193
chr2	91070314	91070518
chr2	112454936	112455140
chr2	112517289	112517493
chr2	130274449	130274653
chr2	140170510	140170714
chr2	152825735	152825761
chr2	157367538	157367742
chr2	172440406	172440610
chr2	172999807	173000011
chr2	174076256	174076385
chr2	180967075	180967279
chr3	36060551	36060755
chr3	59744200	59744404
chr3	75498765	75498969
chr3	103802344	103802548
chr3	103809217	103809421
chr3	116436182	116436386
chr3	138419516	138419720
chr3	146521185	146521389
chr4	40143280	40143484
chr4	43562400	43562604
chr4	46196315	46196519
chr4	46557063	46557267
chr4	63842293	63842497
chr4	72200961	72201165
chr4	89550660	89550738
chr4	94978934	94979138
chr4	95215441	95215645
chr4	103313656	103313860
chr4	109079697	109079901
chr4	115828315	115828519
chr4	136081772	136081976
chr4	149445318	149445522
chr4	151996644	151996681
chr5	21737032	21737236
chr5	36574198	36574402
chr5	64771710	64771914
chr5	65391420	65391624
chr5	76140446	76140650
chr5	105244832	105245036
chr5	107437734	107437938
chr5	107900407	107900611
chr5	111160034	111160238
chr5	117481696	117481900
chr5	140871207	140871411
chr5	144014749	144014953
chr6	12038386	12038590
chr6	47778226	47778326
chr6	126811531	126811735
chr6	134947332	134947477
chr6	144901968	144902172
chr7	16295549	16295608
chr7	16294992	16295065
chr7	19700817	19700955
chr7	24645103	24645307
chr7	34388601	34388656
chr7	38084970	38085174
chr7	68257963	68258095
chr7	75848326	75848530
chr7	83143965	83144169
chr7	83884080	83884284
chr7	98534441	98534645
chr7	101478169	101478373
chr7	101970892	101971096
chr7	118129741	118129945
chr7	119861884	119861972
chr7	126470189	126470393
chr7	141172547	141172712
chr8	3220946	3221150
chr8	13992528	13992732
chr8	41239413	41239617
chr8	54530015	54530219
chr8	71488441	71488645
chr8	84186807	84186944
chr8	85036674	85036878
chr8	94601566	94601770
chr8	116921588	116921726
chr8	117548532	117548736
chr8	121950472	121950504
chr8	121950012	121950216
chr8	127967008	127967212
chr9	44646023	44646227
chr9	50528639	50528695
chr9	54863630	54863834
chr9	57278413	57278617
chr9	61983391	61983595
chr9	66124665	66124869
chr9	82975558	82975583
chr9	87255268	87255472
chr9	101061137	101061341
chr9	108146493	108146697
chr9	108339086	108339290
chr9	110533121	110533325
chr9	116294310	116294387
chr10	21559879	21560077
chr10	26799611	26799723
chr10	34418183	34418387
chr10	40246989	40247193
chr10	42699112	42699316
chr10	58383363	58383422
chr10	68119482	68119686
chr10	68541525	68541656
chr10	75320397	75320601
chr10	81704713	81704917
chr10	88420727	88420931
chr10	89732168	89732295
chr10	95195872	95196076
chr11	53300398	53300602
chr11	53330328	53330532
chr11	53851895	53852099
chr11	54860819	54861023
chr11	58181721	58181925
chr11	60353214	60353418
chr11	88599289	88599493
chr11	116130869	116130957
chr11	116389293	116389497
chr11	116843394	116843598
chr11	119928375	119928579
chr11	120573041	120573245
chr11	120598490	120598694
chr12	28751680	28751884
chr12	33182798	33183002
chr12	33429516	33429720
chr12	41023691	41023895
chr12	44210049	44210253
chr12	71006937	71007141
chr12	72664792	72664996
chr12	75669686	75669822
chr12	76778567	76778725
chr12	101913142	101913257
chr13	21530988	21531006
chr13	21734956	21735160
chr13	33004419	33004623
chr13	52026446	52026650
chr13	55369559	55369763
chr13	91484307	91484511
chr13	102906613	102906774
chr13	107890564	107890768
chr13	111778802	111778958
chr13	112578135	112578339
chr14	27376114	27376318
chr14	57372431	57372635
chr14	78559141	78559345
chr14	105258652	105258742
chr14	118132653	118132857
chr14	118864956	118865160
chr14	122106866	122107070
chr15	59374190	59374286
chr15	64267141	64267187
chr15	80930887	80931091
chr15	86051199	86051403
chr15	102225234	102225438
chr16	18876519	18876723
chr16	24223295	24223499
chr16	31275019	31275223
chr16	32176916	32177120
chr16	32954055	32954087
chr16	36041121	36041249
chr16	36874954	36875000
chr16	48671757	48671961
chr16	91406242	91406290
chr16	95869544	95869748
chr17	12165620	12165824
chr17	25875328	25875405
chr17	26551181	26551277
chr17	26663000	26663204
chr17	29769479	29769490
chr17	32053802	32054006
chr17	33929556	33929760
chr17	35766434	35766638
chr17	35979398	35979602
chr17	47171240	47171444
chr17	55944914	55945118
chr17	56990178	56990382
chr17	71196026	71196043
chr17	71598665	71598869
chr17	88403448	88403652
chr18	3383098	3383302
chr18	38631706	38631817
chr18	39719170	39719374
chr18	55548792	55548889
chr18	63692421	63692625
chr18	67212566	67212770
chr18	68189796	68189998
chr18	73571990	73572194
chr19	3283035	3283239
chr19	3576121	3576325
chr19	5088107	5088311
chr19	6909913	6910056
chr19	9038214	9038418
chr19	9899596	9899800
chr19	29466888	29467092
chrX	13071431	13071578
chrX	38564524	38564728
chrX	57338466	57338670
chrX	101429249	101429453
chrX	167088942	167089146
chr1	16104756	16104858
chr1	37864807	37865011
chr1	58303719	58303754
chr1	63176747	63176951
chr1	106151928	106152132
chr1	120121061	120121265
chr1	152287645	152287849
chr1	173879927	173880131
chr1	187308690	187308894
chr2	23156423	23156627
chr2	30133750	30133954
chr2	59488223	59488295
chr2	72282051	72282255
chr2	73892499	73892703
chr2	126932975	126933179
chr2	127247650	127247854
chr2	128422666	128422870
chr2	131480772	131480976
chr2	153215038	153215242
chr2	170147641	170147845
chr2	181601156	181601360
chr3	20035228	20035432
chr3	85888461	85888665
chr3	89177262	89177466
chr3	89730621	89730825
chr3	96057737	96057941
chr3	96727390	96727594
chr3	107853238	107853442
chr3	108147846	108148050
chr3	116423920	116424016
chr3	135307701	135307905
chr3	135485732	135485919
chr3	144089745	144089900
chr3	152346465	152346669
chr3	153764741	153764945
chr3	157534322	157534447
chr4	34687247	34687451
chr4	43578604	43578808
chr4	43656496	43656700
chr4	43972209	43972292
chr4	83315401	83315458
chr4	86857307	86857511
chr4	88641049	88641231
chr4	107367839	107368043
chr4	109280073	109280277
chr4	127022192	127022396
chr4	129461387	129461591
chr4	133185354	133185558
chr4	135898518	135898722
chr4	141538766	141538949
chr5	3893823	3894027
chr5	15671177	15671381
chr5	33657907	33658111
chr5	67260491	67260695
chr5	92348814	92349018
chr5	112242467	112242671
chr5	115559321	115559525
chr5	123167688	123167858
chr5	135632550	135632754
chr5	146655531	146655735
chr6	31169490	31169694
chr6	38433772	38433976
chr6	40325311	40325515
chr6	49073898	49073923
chr6	57703271	57703475
chr6	65564551	65564606
chr6	83101507	83101610
chr6	85937314	85937518
chr6	113077238	113077261
chr6	114936530	114936734
chr6	115808683	115808887
chr6	121108960	121109164
chr6	122820845	122820922
chr6	147042612	147042816
chr7	25782255	25782376
chr7	44496041	44496245
chr7	75835531	75835539
chr7	79920577	79920781
chr7	80554764	80554968
chr7	80583246	80583450
chr7	83891945	83892111
chr7	114254625	114254829
chr7	133637473	133637554
chr8	3279442	3279646
chr8	22838745	22838949
chr8	25840773	25840977
chr8	77451712	77451916
chr8	94098370	94098574
chr8	105566045	105566249
chr8	123114000	123114204
chr9	21449902	21450106
chr9	31030307	31030454
chr9	32815597	32815801
chr9	54950611	54950815
chr9	66945959	66946163
chr9	77961332	77961536
chr9	80070104	80070308
chr9	95072678	95072856
chr9	107551088	107551292
chr9	117902351	117902555
chr10	12874941	12875145
chr10	30200482	30200616
chr10	44821728	44821932
chr10	66930753	66930818
chr10	75893046	75893250
chr10	75951735	75951939
chr10	76442594	76442798
chr10	80798122	80798280
chr10	96131250	96131454
chr10	99460093	99460149
chr10	111157357	111157561
chr10	121297448	121297652
chr10	128035306	128035510
chr11	34544756	34544850
chr11	49712562	49712766
chr11	50210290	50210424
chr11	51689017	51689221
chr11	51967528	51967732
chr11	55077441	55077645
chr11	57645032	57645236
chr11	60115247	60115400
chr11	70432098	70432302
chr11	70581040	70581244
chr11	75454772	75454828
chr11	76763534	76763738
chr11	79023499	79023703
chr11	82952793	82952798
chr11	85352654	85352858
chr11	101552543	101552747
chr11	102087496	102087503
chr11	114876399	114876603
chr11	117349537	117349741
chr11	117878476	117878537
chr11	120672952	120673156
chr12	69824990	69825194
chr12	80070901	80070976
chr12	111039051	111039102
chr12	112823287	112823491
chr13	17030761	17030965
chr13	22005949	22006153
chr13	54188303	54188507
chr13	98925558	98925762
chr13	119462576	119462780
chr14	20025410	20025614
chr14	20393609	20393813
chr14	27317219	27317423
chr14	27428842	27429005
chr14	54481665	54481806
chr14	57593323	57593527
chr14	62837245	62837449
chr15	25984190	25984394
chr15	89123092	89123296
chr15	93398173	93398377
chr15	96699006	96699210
chr15	98662852	98662864
chr15	98933862	98934066
chr16	3872273	3872477
chr16	4003664	4003868
chr16	32277591	32277795
chr16	37011618	37011822
chr16	84834886	84835090
chr16	89973137	89973341
chr17	14943097	14943301
chr17	15396221	15396425
chr17	29280476	29280680
chr17	30004300	30004504
chr17	31790138	31790176
chr17	45488872	45489076
chr17	53689292	53689496
chr17	56609682	56609886
chr17	66519641	66519845
chr17	73869411	73869615
chr17	94615328	94615461
chr18	9449970	9450174
chr18	32880566	32880770
chr18	33794765	33794969
chr18	34631168	34631210
chr18	34759111	34759315
chr18	35599026	35599230
chr18	39866845	39867049
chr18	44380300	44380504
chr18	60560632	60560836
chr19	3912865	3913069
chr19	10829926	10830130
chr19	11965122	11965326
chr19	14598031	14598121
chr19	26646181	26646385
chr19	40589471	40589675
chr19	45749658	45749862
chr19	46887954	46888158
chrX	12134593	12134797
chrX	73914791	73914995
chrX	74243932	74244136
chrX	101332790	101332822
chrX	140520388	140520592
chrX	144526142	144526346
chrX	166510402	166510606
chrY	1010201	1010405
chrUn_GL456396	11887	12091
chr1	34478904	34479108
chr1	51577794	51577998
chr1	52100535	52100694
chr1	55237058	55237262
chr1	85959574	85959778
chr1	86415328	86415434
chr1	93478478	93478682
chr1	95313719	95313758
chr1	179803604	179803722
chr1	191599310	191599514
chr2	3283805	3284009
chr2	19388825	19389029
chr2	26902896	26903100
chr2	29965179	29965383
chr2	119477642	119477846
chr2	142902975	142903179
chr2	150570196	150570400
chr2	150667295	150667499
chr2	166793566	166793770
chr2	181219961	181220165
chr3	27285339	27285543
chr3	30793051	30793151
chr3	38483773	38483977
chr3	59702845	59703049
chr3	68830100	68830304
chr3	95434059	95434263
chr3	96172381	96172585
chr3	97658255	97658459
chr3	108044869	108045073
chr3	129553352	129553556
chr3	138488807	138489011
chr4	19895262	19895466
chr4	34550430	34550634
chr4	44271229	44271433
chr4	46151955	46152159
chr4	74251918	74251998
chr4	106650991	106651046
chr4	116708477	116708681
chr4	135240386	135240510
chr4	143219484	143219688
chr5	3383801	3384005
chr5	15061953	15062157
chr5	21213908	21214112
chr5	23719093	23719297
chr5	31193042	31193246
chr5	32785679	32785883
chr5	65764408	65764612
chr5	66200092	66200296
chr5	88765175	88765379
chr5	99252901	99253105
chr5	103519413	103519617
chr5	108312612	108312816
chr5	115341132	115341223
chr5	122258554	122258586
chr5	124328104	124328107
chr5	124540589	124540793
chr5	124578985	124579189
chr5	137533148	137533352
chr5	147860465	147860669
chr5	148678671	148678875
chr5	149006738	149006942
chr6	29271074	29271278
chr6	37714245	37714449
chr6	54151590	54151671
chr6	57535316	57535463
chr6	70792140	70792344
chr6	83794975	83795179
chr6	86365375	86365579
chr6	88518852	88519056
chr6	127453457	127453661
chr6	135418563	135418729
chr6	140598559	140598763
chr6	143957416	143957458
chr7	12978196	12978400
chr7	24270286	24270490
chr7	59228656	59228665
chr7	64101703	64101907
chr7	80696986	80697190
chr7	80883044	80883248
chr7	81345142	81345346
chr7	84164851	84165055
chr7	88206498	88206702
chr7	98702927	98703017
chr7	114171528	114171732
chr7	126475344	126475479
chr7	139213134	139213338
chr8	3500363	3500567
chr8	27128693	27128897
chr8	31168677	31168875
chr8	66860110	66860314
chr8	71723227	71723431
chr8	72169520	72169546
chr8	110939212	110939416
chr8	119586128	119586332
chr8	126652258	126652462
chr9	13536678	13536882
chr9	13749041	13749245
chr9	44130128	44130332
chr9	44379160	44379364
chr9	45828539	45828743
chr9	54612770	54612974
chr9	54734392	54734596
chr9	62811828	62812032
chr9	72660205	72660409
chr9	88719649	88719685
chr9	108490597	108490801
chr9	116230466	116230670
chr10	24482309	24482513
chr10	42962239	42962284
chr10	50592500	50592704
chr10	75222675	75222879
chr10	81127583	81127787
chr10	128337906	128338110
chr10	128923403	128923408
chr11	6000254	6000458
chr11	29373598	29373802
chr11	52076345	52076549
chr11	54844564	54844768
chr11	57445287	57445491
chr11	60537495	60537699
chr11	60878896	60879010
chr11	69395596	69395800
chr11	69671358	69671562
chr11	115173753	115173856
chr12	3745775	3745979
chr12	8921665	8921869
chr12	12289635	12289839
chr12	30584253	30584376
chr12	41852198	41852270
chr12	64965430	64965634
chr12	69458578	69458782
chr12	70078756	70078960
chr12	72085748	72085952
chr12	72760979	72761061
chr12	84408071	84408274
chr12	118301890	118302094
chr13	47106036	47106240
chr13	51970119	51970323
chr13	59656496	59656700
chr13	62880337	62880541
chr13	73469730	73469778
chr13	93771308	93771483
chr13	99344628	99344716
chr13	112987554	112987677
chr14	20885216	20885420
chr14	45219260	45219464
chr14	50944531	50944683
chr14	55560556	55560760
chr14	60251463	60251661
chr14	61736972	61737176
chr14	64884875	64884894
chr14	104522583	104522787
chr15	27680977	27681181
chr15	38519379	38519583
chr15	76069716	76069920
chr15	77406583	77406787
chr15	99725486	99725690
chr15	103239761	103239903
chr16	13110018	13110102
chr16	17530971	17531175
chr16	21333206	21333410
chr16	32520427	32520631
chr16	33380646	33380850
chr16	55787769	55787973
chr17	23771618	23771822
chr17	28407545	28407749
chr17	44654650	44654854
chr17	46967027	46967231
chr17	64754224	64754428
chr17	71183065	71183269
chr17	78835455	78835612
chr17	88123800	88124004
chr18	23989536	23989740
chr18	46092833	46092844
chr19	8713427	8713496
chr19	24657212	24657416
chrX	13347126	13347330
chrX	113867940	113868144
chrX	140456307	140456435
chr1	39761146	39761350
chr1	59602664	59602861
chr1	64000662	64000866
chr1	72307394	72307598
chr1	82900659	82900863
chr1	84839516	84839720
chr1	130475074	130475278
chr1	155223059	155223263
chr1	155557995	155558199
chr1	156956621	156956677
chr2	5704593	5704690
chr2	30464128	30464332
chr2	32395731	32395935
chr2	35453794	35453998
chr2	38072161	38072365
chr2	71800939	71800950
chr2	71873085	71873087
chr2	126499820	126500024
chr2	155079579	155079783
chr2	167713099	167713273
chr2	170169068	170169203
chr2	180725186	180725390
chr2	181365337	181365541
chr2	181410869	181411073
chr2	181581284	181581314
chr3	9402905	9403109
chr3	36065918	36066122
chr3	51483895	51484099
chr3	51636779	51636983
